94 1701293802 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293803 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293804 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293805 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293806 0,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293807 1,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293808 1,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293807 0,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293808 0,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293809 1,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293810 1,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293811 1,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293812 1,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293813 1,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293809 0,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293810 0,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293811 0,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293812 1,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293813 1,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293814 1,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293815 1,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293816 1,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293817 2,200000 -1,000000 -101,000000 0,000000 0,000000
94 1701293818 2,200000 -1,000000 -101,000000 0,000000 0,000000
114 1701293814 1,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293815 1,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293816 1,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293817 1,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293818 1,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293819 2,200000 -1,000000 -101,000000 0,000000 0,000000
94 1701293820 2,200000 -1,000000 -101,000000 0,000000 0,000000
94 1701293821 2,200000 -1,000000 -101,000000 0,000000 0,000000
94 1701293822 4,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293823 4,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293819 1,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293820 1,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293821 1,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293822 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293823 3,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293824 4,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293825 4,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293826 4,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293827 2,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293828 2,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293824 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293825 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293826 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293827 1,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293828 1,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293829 2,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293830 2,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293831 2,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293832 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293833 2,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293829 1,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293830 1,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293831 1,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293832 2,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293833 2,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293834 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293835 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293836 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293837 3,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293838 3,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293834 2,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293835 2,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293836 2,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293837 3,200000 -1,000000 -101,000000 0,000000 0,000000
114 1701293838 3,200000 -1,000000 -101,000000 0,000000 0,000000
94 1701293839 3,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293840 3,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293841 3,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293842 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293843 2,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293839 3,200000 -1,000000 -101,000000 0,000000 0,000000
114 1701293840 3,200000 -1,000000 -101,000000 0,000000 0,000000
114 1701293841 3,200000 -1,000000 -101,000000 0,000000 0,000000
114 1701293842 2,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293843 2,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293844 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293845 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293846 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293847 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293848 2,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293844 2,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293845 2,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293846 2,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293847 1,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293848 1,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293849 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293850 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293851 2,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293852 4,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293853 4,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293849 1,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293850 1,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293851 1,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293852 3,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293853 3,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293854 4,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293855 4,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293856 4,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293857 3,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293858 3,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293854 3,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293855 3,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293856 3,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293857 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293858 3,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293859 3,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293860 3,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293861 3,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293862 2,200000 -1,000000 -101,000000 0,000000 0,000000
94 1701293863 2,200000 -1,000000 -101,000000 0,000000 0,000000
114 1701293859 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293860 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293861 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293862 2,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293863 2,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293864 2,200000 -1,000000 -101,000000 0,000000 0,000000
94 1701293865 2,200000 -1,000000 -101,000000 0,000000 0,000000
94 1701293866 2,200000 -1,000000 -101,000000 0,000000 0,000000
94 1701293867 2,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293868 2,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293864 2,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293865 2,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293866 2,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293867 1,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293868 1,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293869 2,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293870 2,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293871 2,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293872 4,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293873 4,800000 -1,000000 -101,000000 0,000000 0,000000
114 1701293869 1,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293870 1,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293871 1,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293872 3,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293873 3,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293874 4,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293875 4,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293876 4,800000 -1,000000 -101,000000 0,000000 0,000000
94 1701293877 4,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293878 4,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293874 3,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293875 3,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293876 3,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293877 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293878 3,000000 -1,000000 -101,000000 0,000000 0,000000
94 1701293879 4,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293880 4,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293881 4,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293882 5,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293883 5,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293879 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293880 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293881 3,000000 -1,000000 -101,000000 0,000000 0,000000
114 1701293882 5,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293883 5,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293884 5,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293885 5,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293886 5,600000 -1,000000 -101,000000 0,000000 0,000000
94 1701293887 5,400000 -1,000000 -101,000000 0,000000 0,000000
94 1701293888 5,400000 -1,000000 -101,000000 0,000000 0,000000
114 1701293884 5,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293885 5,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293886 5,600000 -1,000000 -101,000000 0,000000 0,000000
114 1701293887 5,800000 -1,000000 -101,000000 0,000000 0,000000
